"x","y"
2.87577520124614,7.00486891648704
7.88305135443807,4.52992756743226
4.089769218117,6.41224493365018
8.83017404004931,5.4535152639898
9.40467284293845,3.57189259287151
0.455564993899316,3.42760059222817
5.28105488047004,4.31071975553476
8.92419044394046,4.62251852766584
5.51435014465824,5.86667917151549
4.56614735303447,6.43286789222674
9.56833345349878,4.09547275601049
4.53334156190977,5.73100576593581
6.77570635452867,4.77893943906625
5.72633401956409,4.61825760711087
1.02924682665616,1.98670242683675
8.99824970401824,4.30440378939514
2.4608773435466,6.36996446572262
0.420595335308462,1.89419489734743
3.27920719282702,7.78266387146623
9.54503649147227,5.77756643989101
8.89539316063747,3.56127225362473
6.928034061566,2.72681409357619
6.40506813768297,6.30320445562077
9.94269776623696,2.81945035429913
6.55705799115822,4.53346238795353
7.08530468167737,5.98291902885801
5.44066024711356,5.49489686939221
5.9414202044718,4.30857218550957
2.8915973729454,6.96449822563995
1.47113647311926,3.80338158379947
9.63024232536554,3.69064302321712
9.02299045119435,4.37378517552916
6.90705278422683,4.67581357609417
7.95467417687178,5.16703946008295
0.246136845089495,1.27178712836024
4.77795971091837,6.44280210845651
7.58459537522867,5.80454132553501
2.16407935833558,5.76334020750497
3.18181007634848,6.58316337629453
2.31625785352662,6.78132332550434
1.42800022382289,4.8495043036079
4.14546335814521,6.97566528043547
4.13724326295778,6.67011010363255
3.68845450924709,6.02786666933708
1.52444747742265,5.40954740337532
1.3880606344901,3.17586168183308
2.33034099452198,7.84801498206053
4.65962450252846,7.70279837492096
2.65972640365362,6.08375244820677
8.57827715342864,3.1844405229789
0.458311666734517,1.20621676976973
4.42200074205175,6.54588333813065
7.98924845643342,4.25868389332092
1.2189925997518,3.09044260010587
5.60947983758524,4.74364151394236
2.0653138961643,5.08560006751968
1.27531650243327,2.76572853540946
7.53307864302769,3.06551874189802
8.95045359153301,3.64454668394573
3.74462775886059,7.54668272963047
6.65115194628015,4.59907706425153
0.948406609240919,3.50477754070687
3.83969637798145,4.96226910272011
2.7438364457339,6.43211092594327
8.14640038879588,4.94620700954552
4.48516341391951,6.55857165520696
8.10064353048801,4.55535442890494
8.12389509519562,3.79734644409681
7.94342321110889,3.67858404841197
4.39831687603146,5.27671277137936
7.54475158639252,4.84527080390386
6.29221131559461,4.40641972801789
7.10182401351631,4.45853054954118
0.00624773325398564,0.756403274309724
4.75316574098542,7.9672791347395
2.20118885161355,4.75042780153164
3.79816537722945,6.83630388367013
6.12771003274247,5.51410583319248
3.51797909243032,5.77915381965471
1.11135424347594,3.15140040082829
2.43619472719729,7.31694031281793
6.6805558744818,5.61122611583832
4.17646779678762,6.45299902359913
7.88195834029466,4.13652399751305
1.02864644257352,1.00404566360652
4.34892741497606,7.45687350592615
9.84956979984418,2.11457502915309
8.93051114398986,4.7746919388824
8.86469060787931,5.97675826527783
1.75052650272846,3.05715984448512
1.30695691565052,4.31569816667574
6.53101925039664,4.97229288539921
3.43516472261399,5.21027347954752
6.56758127966896,3.70154170638377
3.20373242488131,5.29659761398475
1.87691119266674,4.22291586316318
7.82294301316142,3.12677290842339
0.935949867125601,3.55981650722703
4.6677904156968,8.26621373267727
5.11505459900945,4.65544222446009
